,ITEMNO,DESC1,DESC2,SEARCHTEXT,STOCKINGTYPE,TYPECONVERSION,ITEMCONVERTI,DESC1_1,DESC2_1,SEARCHTEXT_1,STOCKINGTYPE_1
6302,24101062                 ,HEX.NYLON INSERT LOCKNUT      ,7/16-14UNC                    ,ZINC PLATED [GR.2]            ,B,2,24104102                 ,HEX.NYLON INSERT LOCKNUT      ,M10-1.50                      ,ZINC PLATED [CL8.8]           ,B
6303,24101062                 ,HEX.NYLON INSERT LOCKNUT      ,7/16-14UNC                    ,ZINC PLATED [GR.2]            ,B,3,24103227                 ,HEX.NYLON INSERT LOCKNUT      ,7/16-14UNC                    ,[SS.304]                      ,P
6304,24101062                 ,HEX.NYLON INSERT LOCKNUT      ,7/16-14UNC                    ,ZINC PLATED [GR.2]            ,B,4,24104834                 ,HEX.NYLON INSERT LOCKNUT      ,M10-1.50                      ,[SS.304]                      ,P
6306,24101062                 ,HEX.NYLON INSERT LOCKNUT      ,7/16-14UNC                    ,ZINC PLATED [GR.2]            ,B,6,182686                   ,HEX.NYLON INSERT LOCKNUT      ,M10-1.50                      ,[SS.316]                      ,P
6308,24101064                 ,HEX.SOC.CAP SCREW             ,"#8-32UNC X 0.375""             ",ZINC PLATED [A574]            ,B,2,185693                   ,HEX.SOC.CAP SCREW             ,M4-0.70 X 10MM                ,ZINC PLATED [CL8.8]           ,B
6309,24101064                 ,HEX.SOC.CAP SCREW             ,"#8-32UNC X 0.375""             ",ZINC PLATED [A574]            ,B,3,185676                   ,HEX.SOC.CAP SCREW             ,"#8-32UNC X 0.375""             ",[SS.304]                      ,B
6310,24101064                 ,HEX.SOC.CAP SCREW             ,"#8-32UNC X 0.375""             ",ZINC PLATED [A574]            ,B,4,24104820                 ,HEX.SOC.CAP SCREW             ,M4-0.70 X 10MM                ,[SS.304]                      ,P
6326,24101075                 ,HEX.NYLON INSERT LOCKNUT      ,1/2-20UNF                     ,ZINC PLATED [GR.2]            ,B,2,24104998                 ,HEX.NYLON INSERT LOCKNUT      ,M12-1.25                      ,ZINC PLATED [CL8.8]           ,P
6327,24101075                 ,HEX.NYLON INSERT LOCKNUT      ,1/2-20UNF                     ,ZINC PLATED [GR.2]            ,B,3,185656                   ,HEX.NYLON INSERT LOCKNUT      ,1/2-20UNF                     ,[SS.304]                      ,B
6328,24101075                 ,HEX.NYLON INSERT LOCKNUT      ,1/2-20UNF                     ,ZINC PLATED [GR.2]            ,B,4,185657                   ,HEX.NYLON INSERT LOCKNUT      ,M12-1.25                      ,[SS.304]                      ,B
6332,24101080                 ,HEX.SOC.FH.CAP SCREW          ,"5/16-18UNC X 1.500""           ",ZINC PLATED [A574]            ,B,2,118478                   ,HEX.SOC.FH.CAP SCREW          ,M8-1.25 X 35MM                ,ZINC PLATED [CL8.8]           ,P
6333,24101080                 ,HEX.SOC.FH.CAP SCREW          ,"5/16-18UNC X 1.500""           ",ZINC PLATED [A574]            ,B,3,117617                   ,HEX.SOC.FH.CAP SCREW          ,"5/16-18UNC X 1.500""           ",[SS.304]                      ,P
6334,24101080                 ,HEX.SOC.FH.CAP SCREW          ,"5/16-18UNC X 1.500""           ",ZINC PLATED [A574]            ,B,4,118477                   ,HEX.SOC.FH.CAP SCREW          ,M8-1.25 X 35MM                ,[SS.304]                      ,P
6348,24101494                 ,HEX.NYLON INSERT LOCKNUT      ,M3-0.50                       ,ZINC PLATED [CL8.8]           ,P,4,185660                   ,HEX.NYLON INSERT LOCKNUT      ,M3-0.50                       ,[SS.304]                      ,B
6353,24101496                 ,HEX.NYLON INSERT LOCKNUT      ,M4-0.70                       ,ZINC PLATED [CL8.8]           ,B,3,24102228                 ,HEX.NYLON INSERT LOCKNUT      ,#8-32UNC                      ,[SS.304]                      ,P
6354,24101496                 ,HEX.NYLON INSERT LOCKNUT      ,M4-0.70                       ,ZINC PLATED [CL8.8]           ,B,4,24104837                 ,HEX.NYLON INSERT LOCKNUT      ,M4-0.70                       ,[SS.304]                      ,P
6356,24101496                 ,HEX.NYLON INSERT LOCKNUT      ,M4-0.70                       ,ZINC PLATED [CL8.8]           ,B,6,182690                   ,HEX.NYLON INSERT LOCKNUT      ,M4-0.70                       ,[SS.316]                      ,P
6359,24101501                 ,HEX.NYLON INSERT LOCKNUT      ,M6-1.00                       ,ZINC PLATED [CL8.8]           ,B,3,24103224                 ,HEX.NYLON INSERT LOCKNUT      ,1/4-20UNC                     ,[SS.304]                      ,P
6360,24101501                 ,HEX.NYLON INSERT LOCKNUT      ,M6-1.00                       ,ZINC PLATED [CL8.8]           ,B,4,24104833                 ,HEX.NYLON INSERT LOCKNUT      ,M6-1.00                       ,[SS.304]                      ,P
6362,24101501                 ,HEX.NYLON INSERT LOCKNUT      ,M6-1.00                       ,ZINC PLATED [CL8.8]           ,B,6,182692                   ,HEX.NYLON INSERT LOCKNUT      ,M6-1.00                       ,[SS.316]                      ,P
6365,24101502                 ,HEX.NYLON INSERT LOCKNUT      ,M8-1.25                       ,ZINC PLATED [CL8.8]           ,B,3,24103225                 ,HEX.NYLON INSERT LOCKNUT      ,5/16-18UNC                    ,[SS.304]                      ,P
6366,24101502                 ,HEX.NYLON INSERT LOCKNUT      ,M8-1.25                       ,ZINC PLATED [CL8.8]           ,B,4,24104836                 ,HEX.NYLON INSERT LOCKNUT      ,M8-1.25                       ,[SS.304]                      ,P
6368,24101502                 ,HEX.NYLON INSERT LOCKNUT      ,M8-1.25                       ,ZINC PLATED [CL8.8]           ,B,6,182693                   ,HEX.NYLON INSERT LOCKNUT      ,M8-1.25                       ,[SS.316]                      ,P
6370,24101503                 ,HEX.HD.CAP SCREW              ,"1-8UNC X 3.500""               ",ZINC PLATED [GR.5]            ,P,2,300519                   ,HEX.HD.CAP SCREW              ,M24-3.00 X 90MM               ,ZINC PLATED [CL8.8]           ,P
6383,24101514                 ,HEX.SOC.SET SCREW CUP POINT   ,M8-1.25 X 12MM                ,ZINC PLATED [CL8.8]           ,B,3,24102146                 ,HEX.SOC.SET SCREW CUP POINT   ,"5/16-18UNC X 0.500""           ",[SS.304]                      ,P
6388,24101521                 ,HEX.SOC.CAP SCREW             ,"#10-24UNC X 1.750""            ",ZINC PLATED [A574]            ,B,2,24104734                 ,HEX.SOC.CAP SCREW             ,M5-0.80 X 45MM                ,ZINC PLATED [CL8.8]           ,P
6389,24101521                 ,HEX.SOC.CAP SCREW             ,"#10-24UNC X 1.750""            ",ZINC PLATED [A574]            ,B,3,185669                   ,HEX.SOC.CAP SCREW             ,"#10-24UNC X 1.750""            ",[SS.304]                      ,B
6390,24101521                 ,HEX.SOC.CAP SCREW             ,"#10-24UNC X 1.750""            ",ZINC PLATED [A574]            ,B,4,24104803                 ,HEX.SOC.CAP SCREW             ,M5-0.80 X 45MM                ,[SS.304]                      ,P
6397,254229                   ,HEX.SOC.SET SCREW CUP POINT   ,"5/8-11UNC X 1.000""            ",ZINC PLATED [A574]            ,B,2,300286                   ,HEX.SOC.SET SCREW CUP POINT   ,M16-2.00 X 25MM               ,ZINC PLATED [CL8.8]           ,P
6409,300107                   ,HEX.HD.CAP SCREW              ,M8-1.25 X 130MM               ,[SS.316]                      ,P,2,24104743                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 130MM               ,ZINC PLATED [CL8.8]           ,P
6428,300187                   ,HEX.SOC.CAP SCREW             ,"1/2-13UNC X 4.500""            ",ZINC PLATED [A574]            ,B,3,147500                   ,HEX.SOC.CAP SCREW             ,"1/2-13UNC X 4.500""            ",[SS.304]                      ,P
6429,300187                   ,HEX.SOC.CAP SCREW             ,"1/2-13UNC X 4.500""            ",ZINC PLATED [A574]            ,B,4,209756                   ,HEX.SOC.CAP SCREW             ,M12-1.75 X 120MM              ,[SS.304]                      ,B
6457,24100156                 ,CARRIAGE BOLT                 ,"1/4-20UNC X 1.500""            ",ZINC PLATED [GR.5]            ,P,2,185517                   ,CARRIAGE BOLT                 ,M6-1.00 X 35MM                ,ZINC PLATED [CL8.8]           ,B
6458,24100156                 ,CARRIAGE BOLT                 ,"1/4-20UNC X 1.500""            ",ZINC PLATED [GR.5]            ,P,3,185496                   ,CARRIAGE BOLT                 ,"1/4-20UNC X 1.500""            ",[SS.304]                      ,B
6459,24100156                 ,CARRIAGE BOLT                 ,"1/4-20UNC X 1.500""            ",ZINC PLATED [GR.5]            ,P,4,185516                   ,CARRIAGE BOLT                 ,M6-1.00 X 35MM                ,[SS.304]                      ,B
6463,24100157                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 0.500""            ",ZINC PLATED [GR.5]            ,B,2,24101192                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 12MM                ,ZINC PLATED [CL8.8]           ,B
6464,24100157                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 0.500""            ",ZINC PLATED [GR.5]            ,B,3,24102667                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 0.500""            ",[SS.304]                      ,P
6465,24100157                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 0.500""            ",ZINC PLATED [GR.5]            ,B,4,118623                   ,HEX.HD.CAP SCREW              ,M6-1.00 X 12MM                ,[SS.304]                      ,P
6469,24100159                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 0.500""           ",ZINC PLATED [GR.5]            ,B,2,24101263                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 12MM                ,ZINC PLATED [CL8.8]           ,B
6470,24100159                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 0.500""           ",ZINC PLATED [GR.5]            ,B,3,24102346                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 0.500""           ",[SS.304]                      ,P
6471,24100159                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 0.500""           ",ZINC PLATED [GR.5]            ,B,4,185602                   ,HEX.HD.CAP SCREW              ,M8-1.25 X 12MM                ,[SS.304]                      ,B
6481,24100168                 ,WASHER;SPRING LOCK            ,#8                            ,ZINC PLATED                   ,P,2,24101221                 ,WASHER;SPRING LOCK            ,M4                            ,ZINC PLATED                   ,P
6482,24100168                 ,WASHER;SPRING LOCK            ,#8                            ,ZINC PLATED                   ,P,3,123337                   ,WASHER;SPRING LOCK            ,#8                            ,[SS.304]                      ,P
6483,24100168                 ,WASHER;SPRING LOCK            ,#8                            ,ZINC PLATED                   ,P,4,24104845                 ,WASHER;SPRING LOCK            ,M4                            ,[SS.304]                      ,B
6485,24100168                 ,WASHER;SPRING LOCK            ,#8                            ,ZINC PLATED                   ,P,6,182737                   ,WASHER;SPRING LOCK            ,M4                            ,[SS.316]                      ,P
6487,24100173                 ,HEX.SOC.CAP SCREW             ,"#10-24UNC X 0.625""            ",ZINC PLATED [A574]            ,P,2,24102658                 ,HEX.SOC.CAP SCREW             ,M5-0.80 X 16MM                ,ZINC PLATED [CL8.8]           ,B
6488,24100173                 ,HEX.SOC.CAP SCREW             ,"#10-24UNC X 0.625""            ",ZINC PLATED [A574]            ,P,3,185668                   ,HEX.SOC.CAP SCREW             ,"#10-24UNC X 0.625""            ",[SS.304]                      ,B
6489,24100173                 ,HEX.SOC.CAP SCREW             ,"#10-24UNC X 0.625""            ",ZINC PLATED [A574]            ,P,4,24104800                 ,HEX.SOC.CAP SCREW             ,M5-0.80 X 16MM                ,[SS.304]                      ,P
6491,24100173                 ,HEX.SOC.CAP SCREW             ,"#10-24UNC X 0.625""            ",ZINC PLATED [A574]            ,P,6,182699                   ,HEX.SOC.CAP SCREW             ,M5-0.80 X 15MM                ,[SS.316]                      ,P
6493,24100175                 ,HEX.NYLON INSERT LOCKNUT      ,3/8-16UNC                     ,ZINC PLATED [GR.2]            ,B,2,24104102                 ,HEX.NYLON INSERT LOCKNUT      ,M10-1.50                      ,ZINC PLATED [CL8.8]           ,B
6494,24100175                 ,HEX.NYLON INSERT LOCKNUT      ,3/8-16UNC                     ,ZINC PLATED [GR.2]            ,B,3,24103226                 ,HEX.NYLON INSERT LOCKNUT      ,3/8-16UNC                     ,[SS.304]                      ,P
6498,24101086                 ,SCREW RD.HD.SQ.SOC.DRIVE      ,"1/4-20UNC X 1.000""            ",ZINC PLATED                   ,B,2,185818                   ,SCREW RD.HD.SQ.SOC.DRIVE      ,M6-1.00 X 25MM                ,ZINC PLATED                   ,B
