,ITEMNO,DESC1,DESC2,SEARCHTEXT,STOCKINGTYPE,TYPECONVERSION,ITEMCONVERTI,DESC1_1,DESC2_1,SEARCHTEXT_1,STOCKINGTYPE_1
2561,147289                   ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 1.000""            ",[SS.316]                      ,P,2,24101195                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 25MM                ,ZINC PLATED [CL8.8]           ,B
2563,147289                   ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 1.000""            ",[SS.316]                      ,P,4,24104927                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 25MM                ,[SS.304]                      ,P
2565,147289                   ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 1.000""            ",[SS.316]                      ,P,6,182662                   ,HEX.HD.CAP SCREW              ,M6-1.00 X 25MM                ,[SS.316]                      ,P
2567,147292                   ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 1.000""            ",[SS.316]                      ,P,2,24104510                 ,HEX.HD.CAP SCREW              ,M12-1.75 X 25MM               ,ZINC PLATED [CL8.8]           ,B
2569,147292                   ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 1.000""            ",[SS.316]                      ,P,4,24104925                 ,HEX.HD.CAP SCREW              ,M12-1.75 X 25MM               ,[SS.304]                      ,P
2571,147292                   ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 1.000""            ",[SS.316]                      ,P,6,182642                   ,HEX.HD.CAP SCREW              ,M12-1.75 X 25MM               ,[SS.316]                      ,P
2573,147293                   ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 4.000""            ",[SS.316]                      ,P,2,24104321                 ,HEX.HD.CAP SCREW              ,M12-1.75 X 100MM              ,ZINC PLATED [CL8.8]           ,B
2577,147293                   ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 4.000""            ",[SS.316]                      ,P,6,182640                   ,HEX.HD.CAP SCREW              ,M12-1.75 X 100MM              ,[SS.316]                      ,P
2585,147419                   ,HEX.SOC.CAP SCREW             ,"#6-32UNC X 1.750""             ",[SS.304]                      ,P,2,149512                   ,HEX.SOC.CAP SCREW             ,M4-0.70 X 45MM                ,ZINC PLATED [CL8.8]           ,B
2587,147419                   ,HEX.SOC.CAP SCREW             ,"#6-32UNC X 1.750""             ",[SS.304]                      ,P,4,185696                   ,HEX.SOC.CAP SCREW             ,M4-0.70 X 45MM                ,[SS.304]                      ,B
2591,147499                   ,HEX.SOC.CAP SCREW             ,"5/8-11UNC X 4.000""            ",[SS.304]                      ,P,2,24107253                 ,HEX.SOC.CAP SCREW             ,M16-2.00 X 100MM              ,ZINC PLATED [CL8.8]           ,P
2599,147500                   ,HEX.SOC.CAP SCREW             ,"1/2-13UNC X 4.500""            ",[SS.304]                      ,P,4,209756                   ,HEX.SOC.CAP SCREW             ,M12-1.75 X 120MM              ,[SS.304]                      ,B
2665,159698                   ,HEX.HD.CAP SCREW-FULL THD.    ,"1/2-13UNC X 4.000""            ",ZINC PLATED [GR.5]            ,B,2,211045                   ,HEX.HD.CAP SCREW-FULL THD.    ,M12-1.75 X 100MM              ,ZINC PLATED [CL8.8]           ,B
2667,159698                   ,HEX.HD.CAP SCREW-FULL THD.    ,"1/2-13UNC X 4.000""            ",ZINC PLATED [GR.5]            ,B,4,119587                   ,HEX.HD.CAP SCREW-FULL THD.    ,M12-1.75 X 100MM              ,[SS.304]                      ,P
2671,159699                   ,HEX.HD.CAP SCREW-FULL THD.    ,"1/2-13UNC X 4.000""            ",[SS.304]                      ,P,2,211045                   ,HEX.HD.CAP SCREW-FULL THD.    ,M12-1.75 X 100MM              ,ZINC PLATED [CL8.8]           ,B
2673,159699                   ,HEX.HD.CAP SCREW-FULL THD.    ,"1/2-13UNC X 4.000""            ",[SS.304]                      ,P,4,119587                   ,HEX.HD.CAP SCREW-FULL THD.    ,M12-1.75 X 100MM              ,[SS.304]                      ,P
2695,160556                   ,CARRIAGE BOLT                 ,"3/8-16UNC X 3.500""            ",ZINC PLATED [GR.5]            ,B,2,219708                   ,CARRIAGE BOLT                 ,M10-1.50 X 90MM               ,ZINC PLATED [CL8.8]           ,B
2719,158190                   ,CARRIAGE BOLT                 ,"3/8-16UNC X 3.000""            ",ZINC PLATED [GR.5]            ,P,2,185509                   ,CARRIAGE BOLT                 ,M10-1.50 X 75MM               ,ZINC PLATED [CL8.8]           ,B
2721,158190                   ,CARRIAGE BOLT                 ,"3/8-16UNC X 3.000""            ",ZINC PLATED [GR.5]            ,P,4,185508                   ,CARRIAGE BOLT                 ,M10-1.50 X 75MM               ,[SS.304]                      ,B
2779,158989                   ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 0.750""            ",[SS.316]                      ,P,2,24104509                 ,HEX.HD.CAP SCREW              ,M12-1.75 X 20MM               ,ZINC PLATED [CL8.8]           ,P
2781,158989                   ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 0.750""            ",[SS.316]                      ,P,4,185557                   ,HEX.HD.CAP SCREW              ,M12-1.75 X 20MM               ,[SS.304]                      ,B
2803,159065                   ,HEX.HD.CAP SCREW              ,"3/4-10UNC X 1.750""            ",[SS.316]                      ,P,2,200082                   ,HEX.HD.CAP SCREW              ,M20-2.50 X 45MM               ,ZINC PLATED [CL8.8]           ,P
2805,159065                   ,HEX.HD.CAP SCREW              ,"3/4-10UNC X 1.750""            ",[SS.316]                      ,P,4,185584                   ,HEX.HD.CAP SCREW              ,M20-2.50 X 45MM               ,[SS.304]                      ,B
2819,148886                   ,FRAMING CHANNEL NUT           ,3/8-16UNC;W/OUT SPRING SQUARE ,49464                         ,B,2,172367                   ,FRAMING CHANNEL NUT           ,M10-1.50                      ,3259T35                       ,P
2831,149558                   ,HEX.SOC.FH.CAP SCREW          ,"3/8-16UNC X 4.500""            ",ZINC PLATED [A574]            ,P,2,108470                   ,HEX.SOC.FH.CAP SCREW          ,M10-1.50 X 120MM              ,ZINC PLATED [CL8.8]           ,B
2837,149609                   ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 5.500""           ",ZINC PLATED [GR.5]            ,P,2,185603                   ,HEX.HD.CAP SCREW              ,M8-1.25 X 140MM               ,ZINC PLATED [CL8.8]           ,B
2839,149609                   ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 5.500""           ",ZINC PLATED [GR.5]            ,P,4,24104786                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 140MM               ,[SS.304]                      ,P
2843,149631                   ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 3.250""            ",ZINC PLATED [A574]            ,P,2,24104581                 ,HEX.SOC.CAP SCREW             ,M6-1.00 X 80MM                ,ZINC PLATED [CL8.8]           ,P
2881,153160                   ,HEX.SOC.CAP SCREW             ,"#10-24UNC X 4.000""            ",[SS.304]                      ,P,4,170766                   ,HEX.SOC.CAP SCREW             ,M5-0.80 X 100MM               ,[SS.304]                      ,P
2897,153210                   ,CARRIAGE BOLT                 ,"5/16-18UNC X 1.000""           ",[SS.304]                      ,P,2,182254                   ,CARRIAGE BOLT                 ,M8-1.25 X 25MM                ,ZINC PLATED [CL8.8]           ,P
2899,153210                   ,CARRIAGE BOLT                 ,"5/16-18UNC X 1.000""           ",[SS.304]                      ,P,4,185518                   ,CARRIAGE BOLT                 ,M8-1.25 X 25MM                ,[SS.304]                      ,B
2909,154054                   ,HEX.SOC.FH.CAP SCREW          ,"1/4-20UNC X 1.750""            ",[SS.304]                      ,P,2,24104554                 ,HEX.SOC.FH.CAP SCREW          ,M6-1.00 X 45MM                ,ZINC PLATED [CL8.8]           ,B
2911,154054                   ,HEX.SOC.FH.CAP SCREW          ,"1/4-20UNC X 1.750""            ",[SS.304]                      ,P,4,185765                   ,HEX.SOC.FH.CAP SCREW          ,M6-1.00 X 45MM                ,[SS.304]                      ,B
2913,154054                   ,HEX.SOC.FH.CAP SCREW          ,"1/4-20UNC X 1.750""            ",[SS.304]                      ,P,6,182712                   ,HEX.SOC.FH.CAP SCREW          ,M6-1.00 X 45MM                ,[SS.316]                      ,P
2915,154316                   ,HEX.SOC.FH.CAP SCREW          ,"5/16-18UNC X 2.500""           ",[SS.304]                      ,P,2,300390                   ,HEX.SOC.FH.CAP SCREW          ,M8-1.25 X 60MM                ,ZINC PLATED [CL8.8]           ,P
2917,154316                   ,HEX.SOC.FH.CAP SCREW          ,"5/16-18UNC X 2.500""           ",[SS.304]                      ,P,4,185783                   ,HEX.SOC.FH.CAP SCREW          ,M8-1.25 X 60MM                ,[SS.304]                      ,B
2921,154356                   ,HEX.HD.CAP SCREW              ,"1-8UNC X 2.500""               ",[SS.304]                      ,P,2,108682                   ,HEX.HD.CAP SCREW              ,M24-3.00 X 60MM               ,ZINC PLATED [CL8.8]           ,B
2927,154357                   ,WASHER;SPRING LOCK            ,"1.000""                        ",[SS.304]                      ,B,2,24104704                 ,WASHER;SPRING LOCK            ,M24                           ,ZINC PLATED                   ,P
2929,154357                   ,WASHER;SPRING LOCK            ,"1.000""                        ",[SS.304]                      ,B,4,185835                   ,WASHER;SPRING LOCK            ,M24                           ,[SS.304]                      ,B
2945,154639                   ,HEX.SOC.CAP SCREW             ,"#8-32UNC X 2.250""             ",ZINC PLATED [A574]            ,P,2,185891                   ,HEX.SOC.CAP SCREW             ,M4-0.70 X 60MM                ,ZINC PLATED [CL8.8]           ,B
2963,155142                   ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 5.500""            ",[SS.304]                      ,P,2,118009                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 140MM              ,ZINC PLATED [CL8.8]           ,P
2965,155142                   ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 5.500""            ",[SS.304]                      ,P,4,118010                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 140MM              ,[SS.304]                      ,P
2975,155769                   ,HEX.HD.CAP SCREW              ,"7/16-14UNC X 2.500""           ",[SS.304]                      ,P,2,24101209                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 60MM               ,ZINC PLATED [CL8.8]           ,B
2977,155769                   ,HEX.HD.CAP SCREW              ,"7/16-14UNC X 2.500""           ",[SS.304]                      ,P,4,118026                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 60MM               ,[SS.304]                      ,P
3043,164307                   ,HEX.SOC.SHOULDER SCREW        ,"0.500"" X 2.500"" X 3/8-16UNC   ",ZINC PLATED                   ,P,2,210136                   ,HEX.SOC.SHOULDER SCREW        ,M12 X 60MM X M10-1.50         ,ZINC PLATED                   ,B
3067,165140                   ,HEX.NYLON INSERT LOCKNUT      ,#4-40UNC                      ,ZINC PLATED                   ,B,2,24101494                 ,HEX.NYLON INSERT LOCKNUT      ,M3-0.50                       ,ZINC PLATED [CL8.8]           ,P
3077,161064                   ,CARRIAGE BOLT                 ,"3/8-16UNC X 1.750""            ",ZINC PLATED [GR.5]            ,B,2,185505                   ,CARRIAGE BOLT                 ,M10-1.50 X 45MM               ,ZINC PLATED [CL8.8]           ,B
3079,161064                   ,CARRIAGE BOLT                 ,"3/8-16UNC X 1.750""            ",ZINC PLATED [GR.5]            ,B,4,185504                   ,CARRIAGE BOLT                 ,M10-1.50 X 45MM               ,[SS.304]                      ,B
3083,161066                   ,CARRIAGE BOLT                 ,"1/2-13UNC X 2.500""            ",ZINC PLATED [GR.5]            ,P,2,316744                   ,CARRIAGE BOLT                 ,M12-1.75 X 60MM               ,ZINC PLATED [CL8.8]           ,B
3089,161078                   ,CARRIAGE BOLT                 ,"1/4-20UNC X 0.750""            ",ZINC PLATED [GR.5]            ,P,2,185514                   ,CARRIAGE BOLT                 ,M6-1.00 X 20MM                ,ZINC PLATED [CL8.8]           ,B
3091,161078                   ,CARRIAGE BOLT                 ,"1/4-20UNC X 0.750""            ",ZINC PLATED [GR.5]            ,P,4,185513                   ,CARRIAGE BOLT                 ,M6-1.00 X 20MM                ,[SS.304]                      ,B
3095,161169                   ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 2.250""           ", [SS.304]                     ,P,2,24101204                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 60MM                ,ZINC PLATED [CL8.8]           ,P
3097,161169                   ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 2.250""           ", [SS.304]                     ,P,4,117587                   ,HEX.HD.CAP SCREW              ,M8-1.25 X 60MM                ,[SS.304]                      ,P
3107,161334                   ,HEX.HD.CAP SCREW-FULL THD.    ,"1/4-20UNC X 1.750""            ",ZINC PLATED [GR.5]            ,P,2,161335                   ,HEX.HD.CAP SCREW-FULL THD.    ,M6-1.00 X 45MM                ,ZINC PLATED [CL8.8]           ,P
3143,161472                   ,HEX.SOC.CAP SCREW             ,"#4-40UNC X 2.250""             ",ZINC PLATED [A574]            ,P,2,161471                   ,HEX.SOC.CAP SCREW             ,M3-0.50 X 60MM                ,ZINC PLATED [CL8.8]           ,O
